date_range,season,model,scenario,variable,mean,min,max,median,hi_std,lo_std,q1,q3,Location,Description
2010_2019,DJF,CCSM4,rcp45,tas,0.3,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,CCSM4,rcp60,tas,-2.8,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,CCSM4,rcp85,tas,-1.7,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,MRI-CGCM3,rcp45,tas,-1.9,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,MRI-CGCM3,rcp60,tas,-0.1,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,MRI-CGCM3,rcp85,tas,-0.2,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,5modelAvg,rcp45,tas,14.1,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,5modelAvg,rcp60,tas,14.2,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,5modelAvg,rcp85,tas,14.0,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,CCSM4,rcp45,tas,14.5,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,CCSM4,rcp60,tas,15.1,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,CCSM4,rcp85,tas,13.8,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,MRI-CGCM3,rcp45,tas,13.1,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,MRI-CGCM3,rcp60,tas,12.9,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,MRI-CGCM3,rcp85,tas,13.2,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,5modelAvg,rcp45,tas,5.8,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,5modelAvg,rcp60,tas,5.8,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,5modelAvg,rcp85,tas,5.5,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,CCSM4,rcp45,tas,6.7,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,CCSM4,rcp60,tas,6.0,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,CCSM4,rcp85,tas,5.0,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,MRI-CGCM3,rcp45,tas,5.1,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,MRI-CGCM3,rcp60,tas,5.9,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,MRI-CGCM3,rcp85,tas,4.9,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,5modelAvg,rcp45,tas,6.8,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,5modelAvg,rcp60,tas,6.9,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,5modelAvg,rcp85,tas,6.6,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,CCSM4,rcp45,tas,7.4,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,CCSM4,rcp60,tas,7.5,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,CCSM4,rcp85,tas,6.7,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,MRI-CGCM3,rcp45,tas,6.4,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,MRI-CGCM3,rcp60,tas,6.6,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,MRI-CGCM3,rcp85,tas,6.6,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,5modelAvg,rcp45,tas,-0.6,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,5modelAvg,rcp60,tas,-0.7,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,5modelAvg,rcp85,tas,0.0,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,CCSM4,rcp45,tas,-0.2,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,CCSM4,rcp60,tas,-0.7,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,CCSM4,rcp85,tas,0.0,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,MRI-CGCM3,rcp45,tas,-0.5,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,MRI-CGCM3,rcp60,tas,-0.6,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,MRI-CGCM3,rcp85,tas,1.1,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,JJA,5modelAvg,rcp45,tas,14.4,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,JJA,5modelAvg,rcp60,tas,14.2,,,,,,,,Juneau (Dzánti K'ihéeni), Location: Juneau (Dzánti K'ihéeni); View a report for this location at https://earthmaps.io/temperature/point/58.3019/-134.42; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
