date_range,season,model,scenario,variable,mean,min,max,median,hi_std,lo_std,q1,q3,Location,Description
2010_2019,DJF,5modelAvg,rcp45,tas,-23.5,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,5modelAvg,rcp60,tas,-22.5,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,5modelAvg,rcp85,tas,-22.1,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,CCSM4,rcp45,tas,-22.7,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,CCSM4,rcp60,tas,-22.2,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,CCSM4,rcp85,tas,-22.4,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,MRI-CGCM3,rcp45,tas,-25.5,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,MRI-CGCM3,rcp60,tas,-24.5,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,DJF,MRI-CGCM3,rcp85,tas,-23.2,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,5modelAvg,rcp45,tas,3.5,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,5modelAvg,rcp60,tas,3.9,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,5modelAvg,rcp85,tas,3.7,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,CCSM4,rcp45,tas,3.8,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,CCSM4,rcp60,tas,4.3,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,CCSM4,rcp85,tas,3.5,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,MRI-CGCM3,rcp45,tas,2.8,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,MRI-CGCM3,rcp60,tas,2.6,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,JJA,MRI-CGCM3,rcp85,tas,2.7,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,5modelAvg,rcp45,tas,-15.7,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,5modelAvg,rcp60,tas,-15.1,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,5modelAvg,rcp85,tas,-15.7,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,CCSM4,rcp45,tas,-14.9,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,CCSM4,rcp60,tas,-15.1,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,CCSM4,rcp85,tas,-16.2,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,MRI-CGCM3,rcp45,tas,-17.2,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,MRI-CGCM3,rcp60,tas,-17.1,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,MAM,MRI-CGCM3,rcp85,tas,-17.1,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,5modelAvg,rcp45,tas,-7.0,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,5modelAvg,rcp60,tas,-6.0,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,5modelAvg,rcp85,tas,-6.1,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,CCSM4,rcp45,tas,-6.3,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,CCSM4,rcp60,tas,-5.6,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,CCSM4,rcp85,tas,-6.2,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,MRI-CGCM3,rcp45,tas,-9.6,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,MRI-CGCM3,rcp60,tas,-8.6,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2010_2019,SON,MRI-CGCM3,rcp85,tas,-9.0,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,5modelAvg,rcp45,tas,-21.1,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,5modelAvg,rcp60,tas,-21.4,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,5modelAvg,rcp85,tas,-21.0,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,CCSM4,rcp45,tas,-20.1,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,CCSM4,rcp60,tas,-21.8,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,CCSM4,rcp85,tas,-20.3,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,MRI-CGCM3,rcp45,tas,-22.9,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,MRI-CGCM3,rcp60,tas,-23.1,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
2020_2029,DJF,MRI-CGCM3,rcp85,tas,-24.0,,,,,,,,Utqiaġvik (Barrow), Location: Utqiaġvik (Barrow); View a report for this location at https://earthmaps.io/temperature/point/71.2905/-156.789; tas is the mean annual near-surface air temperature in degrees Celsius for the specified model and scenario; model is the global climate model used to generate the data; scenario is the emissions scenario used to generate the data; mean is the mean of annual means; median is the median of annual means; max is the maximum annual mean; min is the minimum annual mean; q1 is the first quartile of the annual means; q3 is the third quartile of the annual means; hi_std is the mean + standard deviation of annual means; lo_std is the mean - standard deviation of annual means; DJF is December - February; MAM is March - May; JJA is June - August; SON is September - November
